county_fips,zip,shorter,longer,suggested_canonical
06059,92618,city of hope orange county lennar foundation cancer center,the city of hope orange county lennar foundation cancer center,the city of hope orange county lennar foundation cancer center
06059,92663,hoag family cancer institute,hoag family cancer institute hoag memorial hospital,hoag family cancer institute hoag memorial hospital
06059,92663,hoag memorial hospital,hoag family cancer institute hoag memorial hospital,hoag family cancer institute hoag memorial hospital
06059,92663,hoag memorial hospital,hoag memorial hospital presbyterian,hoag memorial hospital presbyterian
06059,92708,memorial care,memorial care orange coast medical center,memorial care orange coast medical center
06059,92708,memorial care,memorial care orange coast medical center attn,memorial care orange coast medical center attn
06059,92708,memorial care orange coast medical center,memorial care orange coast medical center attn,memorial care orange coast medical center attn
06059,92801,los angeles cancer network,los angeles cancer network anaheim,los angeles cancer network anaheim
06059,92806,kaiser permanente anaheim,kaiser permanente anaheim kraemer medical offices,kaiser permanente anaheim kraemer medical offices
06059,92835,providence medical foundation,clinical research providence medical foundation,clinical research providence medical foundation
06059,92835,providence medical foundation,providence medical foundation fullerton virginia k crosson cancer center,providence medical foundation fullerton virginia k crosson cancer center
06059,92835,providence medical foundation,providence medical foundation oncology,providence medical foundation oncology
06059,92835,providence medical foundation,saint jude medical center providence medical foundation,saint jude medical center providence medical foundation
06059,92835,providence st jude medical center,crosson cancer institute at providence st jude medical center in fullerton,crosson cancer institute at providence st jude medical center in fullerton
06059,92835,providence st jude medical center,providence st jude medical center virginia k crosson and infusion center,providence st jude medical center virginia k crosson and infusion center
06059,92835,providence st jude medical center,providence st jude medical center virginia k crosson cancer center,providence st jude medical center virginia k crosson cancer center
06059,92835,providence st jude medical center,providence st jude medical center virginia k crosson cancer center and infusion center,providence st jude medical center virginia k crosson cancer center and infusion center
06059,92835,providence st jude medical center virginia k crosson cancer center,providence st jude medical center virginia k crosson cancer center and infusion center,providence st jude medical center virginia k crosson cancer center and infusion center
06059,92835,st jude medical center,crosson cancer institute at providence st jude medical center in fullerton,crosson cancer institute at providence st jude medical center in fullerton
06059,92835,st jude medical center,providence st jude medical center,providence st jude medical center
06059,92835,st jude medical center,providence st jude medical center virginia k crosson and infusion center,providence st jude medical center virginia k crosson and infusion center
06059,92835,st jude medical center,providence st jude medical center virginia k crosson cancer center,providence st jude medical center virginia k crosson cancer center
06059,92835,st jude medical center,providence st jude medical center virginia k crosson cancer center and infusion center,providence st jude medical center virginia k crosson cancer center and infusion center
