rank_zero,rank_lt20,name,name_is_placeholder,city,state,zip,county_name,county_fips,pop55_newly_covered_zero,pop55_newly_covered_lt20,tracts_within_60rdmi,county_trials,n_trials_hosted_2016plus,geocode,access_mi,lat,lon,source
1014,1002,Via Christi Hospital-Pittsburg,0,Pittsburg,KS,66762,Crawford,20037,0,6133,90,17,3,zip,0.3,37.393878,-94.710478,registry_stand_in
1015,1003,"Magee-Womens Hospital of UPMC,100 Fairfield Dr",0,Seneca,PA,16346,Venango,42121,0,5943,167,18,1,zip,1.9,41.378475,-79.672744,registry_stand_in
1016,1004,UPMC Cancer Center Northwest,0,Seneca,PA,16346,Venango,42121,0,5943,167,18,1,zip,1.9,41.378475,-79.672744,registry_stand_in
1017,1005,UPMC Hillman Cancer Center - Northwest,0,Seneca,PA,16346,Venango,42121,0,5943,167,18,1,zip,1.9,41.378475,-79.672744,registry_stand_in
1018,1006,Coastal Neurology,0,Port Royal,SC,29935,Beaufort,45013,0,5861,165,15,2,zip,0.2,32.382648,-80.695597,registry_stand_in
1019,1007,University of North Carolina at Chapel Hill,0,Chapel Hill,NC,27551,Warren,37185,0,5807,180,0,1,zip,0.4,36.432843,-78.05017,registry_stand_in
1020,1008,Saint Catherine Hospital,0,Garden City,KS,67846,Finney,20055,0,5753,26,17,9,zip,1.4,38.026003,-100.778949,registry_stand_in
1021,1009,XCancer / Central Care Cancer Center,0,Garden City,KS,67846,Finney,20055,0,5753,26,17,1,zip,1.4,38.026003,-100.778949,registry_stand_in
1022,1010,872-F,0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,1,zip,2.1,38.405766,-104.57872,registry_stand_in
1023,1011,872-G,0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,1,zip,2.1,38.405766,-104.57872,registry_stand_in
1024,1012,872-I,0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,1,zip,2.1,38.405766,-104.57872,registry_stand_in
1025,1013,GSK Investigational Site,1,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,1,zip,2.1,38.405766,-104.57872,registry_stand_in
1026,1014,Rocky Mountain Cancer Centers,0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,2,zip,2.1,38.405766,-104.57872,registry_stand_in
1027,1015,"Rocky Mountain Cancer Centers,3676 Parker Blvd",0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,2,zip,2.1,38.405766,-104.57872,registry_stand_in
1028,1016,"Rocky Mountain Cancer Centers, 3676 Parker Blvd., Suite 350",0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,1,zip,2.1,38.405766,-104.57872,registry_stand_in
1029,1017,"Rocky Mountain Cancer Centers,525 W. 15th Street",0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,2,zip,2.1,38.405766,-104.57872,registry_stand_in
1030,1018,Rocky Mountain Cancer Centers - Pueblo,0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,36,zip,2.1,38.405766,-104.57872,registry_stand_in
1031,1019,Rocky Mountain Cancer Centers (Pueblo) - USOR,0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,1,zip,2.1,38.405766,-104.57872,registry_stand_in
1032,1020,USOR - Rocky Mountain Cancer Centers - Pueblo,0,Pueblo,CO,81008,Pueblo,08101,0,5746,232,18,1,zip,2.1,38.405766,-104.57872,registry_stand_in
1033,1021,Dayton Physicians LLC-Wilson,0,Sidney,OH,45365,Shelby,39149,0,5532,432,0,12,zip,0.1,40.28258,-84.155811,registry_stand_in
1034,1022,WVUH-East City Hospital,0,Martinsburg,WV,25401,Berkeley,54003,0,5529,465,7,1,zip,0.1,39.457168,-77.972428,registry_stand_in
1035,1023,Genesis Medical Center - East Campus,0,Davenport,IA,52803,Scott,19163,0,5370,189,16,11,zip,0.8,41.538947,-90.555977,registry_stand_in
1036,1024,Iowa Cancer Specialists,0,Davenport,IA,52807,Scott,19163,0,5370,170,16,20,zip,1.3,41.610645,-90.516298,registry_stand_in
1037,1025,MercyOne Genesis Davenport Medical Center,0,Davenport,IA,52803,Scott,19163,0,5370,189,16,11,zip,0.8,41.538947,-90.555977,registry_stand_in
1038,1026,University of Iowa Hospitals & Clinics - Davenport Clinic,0,Davenport,IA,52807,Scott,19163,0,5370,170,16,1,zip,1.3,41.610645,-90.516298,registry_stand_in
1039,1027,Cornell University,0,Ithaca,NY,14850,Tompkins,36109,0,5353,318,4,2,zip,0.2,42.431831,-76.500228,registry_stand_in
1040,1028,942-H,0,McPherson,KS,67460,McPherson,20113,0,5203,81,3,2,zip,0.9,38.382552,-97.699453,registry_stand_in
1041,1029,McPherson Center for Health,0,McPherson,KS,67460,McPherson,20113,0,5203,81,3,1,zip,0.9,38.382552,-97.699453,registry_stand_in
1042,1030,"East Mountain Medical Associates, PC",0,Great Barrington,MA,01230,Berkshire,25003,0,5181,717,1,1,zip,1.0,42.173196,-73.32429,registry_stand_in
1043,1032,"Gabrail Cancer Center, LLC",0,Dover,OH,44622,Tuscarawas,39157,0,5083,436,0,1,zip,1.2,40.551338,-81.483514,registry_stand_in
1044,1033,Rochester Dermatologic Surgery,0,Victor,NY,14564,Ontario,36069,0,4963,383,5,6,zip,0.4,42.986733,-77.434439,registry_stand_in
1045,1035,Wake Forest University School of Medicine,0,Winston-Salem,NC,27013,Rowan,37159,0,4896,733,11,1,zip,1.1,35.750492,-80.700075,registry_stand_in
1046,1036,942-D,0,El Dorado,KS,67042,Butler,20015,0,4877,171,4,2,zip,3.5,37.857264,-96.780718,registry_stand_in
1047,1037,Susan B. Allen Memorial Hosptial,0,El Dorado,KS,67042,Butler,20015,0,4877,171,4,1,zip,3.5,37.857264,-96.780718,registry_stand_in
1048,1038,UPMC Hillman Cancer Center - Uniontown,0,Uniontown,PA,15401,Fayette,42051,0,4849,687,13,3,zip,0.1,39.900708,-79.747923,registry_stand_in
1049,1039,UPMC Uniontown,0,Uniontown,PA,15401,Fayette,42051,0,4849,687,13,1,zip,0.1,39.900708,-79.747923,registry_stand_in
1050,1040,Medication Management,0,Greensboro,NC,27408,Guilford,37081,0,4770,572,18,1,zip,0.4,36.103667,-79.813712,registry_stand_in
1051,1041,"Medication Management, LLC",0,Greensboro,NC,27408,Guilford,37081,0,4770,572,18,3,zip,0.4,36.103667,-79.813712,registry_stand_in
1052,1042,Site reference,1,Greensboro,NC,27408,Guilford,37081,0,4770,572,18,1,zip,0.4,36.103667,-79.813712,registry_stand_in
1053,1043,Unified Women's Clinical Research-Greensboro,0,Greensboro,NC,27408,Guilford,37081,0,4770,572,18,3,zip,0.4,36.103667,-79.813712,registry_stand_in
1054,1044,Cape Fear Valley Cancer Center,0,Fayetteville,NC,28303,Cumberland,37051,0,4705,406,2,1,zip,0.4,35.085631,-78.959361,registry_stand_in
1055,1045,Cape Fear Valley Health Systems - Cancer Center,0,Fayetteville,NC,28304,Cumberland,37051,0,4705,334,2,1,zip,1.1,35.025528,-78.989604,registry_stand_in
1056,1046,Carolina Institute For Clinical Research,0,Fayetteville,NC,28304,Cumberland,37051,0,4705,334,2,1,zip,1.1,35.025528,-78.989604,registry_stand_in
1057,1047,Carolina Institute for Clinical Research - Fayetteville,0,Fayetteville,NC,28303,Cumberland,37051,0,4705,406,2,1,zip,0.4,35.085631,-78.959361,registry_stand_in
1058,1048,"Carolinas Medical Center, Levine Cancer Institute",0,Charlotte,NC,28303,Cumberland,37051,0,4705,406,2,1,zip,0.4,35.085631,-78.959361,registry_stand_in
1059,1049,Cinical Study Site,1,Fayetteville,NC,28304,Cumberland,37051,0,4705,334,2,1,zip,1.1,35.025528,-78.989604,registry_stand_in
1060,1050,Duplicate_Unified Women's Clinical Research-Fayetteville,0,Fayetteville,NC,28304,Cumberland,37051,0,4705,334,2,1,zip,1.1,35.025528,-78.989604,registry_stand_in
1061,1051,Crossroads Clinical Research Inc,0,Mooresville,NC,28117,Iredell,37097,0,4530,847,12,1,zip,1.7,35.574965,-80.894155,registry_stand_in
1062,1052,Lake Norman Hematology Oncology Specialists-Mooresville,0,Mooresville,NC,28117,Iredell,37097,0,4530,847,12,2,zip,1.7,35.574965,-80.894155,registry_stand_in
1063,1054,Coastal Family Medicine - Orange Park,0,Orange Park,FL,32073,Clay,12019,0,4460,399,3,2,zip,0.5,30.167711,-81.739816,registry_stand_in
1064,1055,HCA Florida First Coast Neurology- Orange Park,0,Orange Park,FL,32073,Clay,12019,0,4460,399,3,1,zip,0.5,30.167711,-81.739816,registry_stand_in
1065,1056,Park Avenue Dermatology,0,Orange Park,FL,32073,Clay,12019,0,4460,399,3,2,zip,0.5,30.167711,-81.739816,registry_stand_in
1066,1057,Park Avenue Dermatology Administration Annex,0,Orange Park,FL,32073,Clay,12019,0,4460,399,3,1,zip,0.5,30.167711,-81.739816,registry_stand_in
1067,1058,Park Avenue Dermatology Administrative Annex,0,Orange Park,FL,32073,Clay,12019,0,4460,399,3,1,zip,0.5,30.167711,-81.739816,registry_stand_in
1068,1059,"Park Avenue Dermatology, PA",0,Orange Park,FL,32073,Clay,12019,0,4460,399,3,1,zip,0.5,30.167711,-81.739816,registry_stand_in
1069,1060,Carolina Urologic Research Center,0,Myrtle Beach,SC,29272,Richland,45079,0,4429,148,3,1,city,0.6,33.71039,-78.886024,registry_stand_in
1070,1065,AC Clinical Research,0,Tiffin,OH,44883,Seneca,39147,0,4371,410,0,1,zip,0.3,41.124173,-83.173639,registry_stand_in
1071,1067,Cone Heath Cancer Center at Mebane,0,Mebane,NC,27302,Alamance,37001,0,4318,656,8,17,zip,2.0,36.135763,-79.263348,registry_stand_in
1072,1068,"Virginia Oncology Associates,744 N. Battlefield Blvd",0,Chesapeake,VA,23320,Chesapeake,51550,0,4314,493,5,2,zip,0.4,36.751734,-76.217637,registry_stand_in
1073,1069,Virginia Oncology Associates-Chesapeake,0,Chesapeake,VA,23320,Chesapeake,51550,0,4314,493,5,1,zip,0.4,36.751734,-76.217637,registry_stand_in
1074,1070,Endo,0,Georgetown,TX,78628,Williamson,48491,0,4296,554,7,1,zip,2.2,30.664543,-97.778616,registry_stand_in
1075,1071,Endo Clinical Trial,0,Georgetown,TX,78628,Williamson,48491,0,4296,554,7,2,zip,2.2,30.664543,-97.778616,registry_stand_in
1076,1072,SUN-131-03 Investigational Site,1,Cedar Park,TX,78613,Williamson,48491,0,4296,579,7,1,zip,0.2,30.507079,-97.819464,registry_stand_in
1077,1073,926-D,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,1,zip,0.1,27.199535,-80.255952,registry_stand_in
1078,1074,926d,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,1,zip,0.1,27.199535,-80.255952,registry_stand_in
1079,1075,Brain Matters Research,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,2,zip,0.1,27.199535,-80.255952,registry_stand_in
1080,1076,Clinical Trial Site,1,Stuart,FL,34994,Martin,12085,0,4224,493,4,1,zip,0.1,27.199535,-80.255952,registry_stand_in
1081,1077,Florida Cancer Specialist - East,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,1,zip,0.1,27.199535,-80.255952,registry_stand_in
1082,1078,Florida Cancer Specialists,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,5,zip,0.1,27.199535,-80.255952,registry_stand_in
1083,1079,Florida Cancer Specialists East,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,2,zip,0.1,27.199535,-80.255952,registry_stand_in
1084,1080,Martin Health System Center,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,1,zip,0.1,27.199535,-80.255952,registry_stand_in
1085,1081,Robert and Carol Weissman Cancer Center at Martin Health,0,Stuart,FL,34994,Martin,12085,0,4224,493,4,1,zip,0.1,27.199535,-80.255952,registry_stand_in
1086,1082,"SCRI - Florida Cancer Specialists - West Palm Beach,301 SE Ocean Blvd, Suite 102",0,Stuart,FL,34994,Martin,12085,0,4224,493,4,1,zip,0.1,27.199535,-80.255952,registry_stand_in
1087,1083,Covenant Health Oncology Group - Maryville,0,Maryville,TN,37804,Blount,47009,0,4198,298,1,4,zip,0.5,35.792283,-83.893161,registry_stand_in
1088,1084,Thompson Cancer Survival Center,0,Knoxville,TN,37804,Blount,47009,0,4198,298,1,1,zip,0.5,35.792283,-83.893161,registry_stand_in
1089,1085,Thompson Oncology Group-Maryville,0,Maryville,TN,37804,Blount,47009,0,4198,298,1,1,zip,0.5,35.792283,-83.893161,registry_stand_in
1090,1086,Blue Ridge Cancer Care Oncology Associates SW VA,0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1091,1087,Blue Ridge Cancer Care - Wytheville,0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1092,1088,BRCC/Oncology & Hematology Associates of SW Virginia,0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1093,1089,Exelixis,0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1094,1090,Oncology and Hematology Associates of Southwest Virginia (Blacksburg,0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1095,1091,Oncology and Hematology Associates of Southwest Virginia (Blacksburg) - USOR,0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1096,1092,"Oncology and Hematology Associates of Southwest Virginia, Inc",0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1097,1093,"Oncology and Hematology Associates of Southwest Virginia, Inc.,-Blacksburg",0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1098,1094,"Oncology and Hematology Associates of Southwest Virginia, Inc., DBA Blue Ridge Cancer Care",0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,4,zip,0.3,37.260526,-80.416722,registry_stand_in
1099,1095,"Oncology and Hematology Associates of Southwest Virginia, Inc (Us Oncology Research",0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1100,1096,"Oncology Associates of Southwest Virginia, Inc.",0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1101,1097,"Oncology & Hematology Assoc. SW Virginia, Inc., DBA Blue Ridge Cancer Care",0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,2,zip,0.3,37.260526,-80.416722,registry_stand_in
1102,1098,Oncology & Hematology Associates of SW Virginia,0,Blacksburg,VA,24060,Montgomery,51121,0,4168,145,16,1,zip,0.3,37.260526,-80.416722,registry_stand_in
1103,1099,GSK Investigational Site,1,Clifton Park,NY,12065,Saratoga,36091,0,4140,391,5,1,zip,0.6,42.852284,-73.785597,registry_stand_in
1104,1100,"New York Oncology Hematology, P.C.",0,Clifton Park,NY,12065,Saratoga,36091,0,4140,391,5,4,zip,0.6,42.852284,-73.785597,registry_stand_in
1105,1101,New York Oncology Hematology Pc.,0,Clifton Park,NY,12065,Saratoga,36091,0,4140,391,5,1,zip,0.6,42.852284,-73.785597,registry_stand_in
1106,1102,Waldo Count General Hospital - Belfast,0,Belfast,ME,04915,Waldo,23027,0,4058,117,4,1,zip,1.3,44.463502,-69.037571,registry_stand_in
1107,1103,014-029,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1108,1104,122,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1109,1105,943,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1110,1106,Goshen Health,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,3,zip,1.0,41.558788,-85.87665,registry_stand_in
1111,1107,Goshen Health- Goshen Hospital,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1112,1108,Goshen Health System,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,2,zip,1.0,41.558788,-85.87665,registry_stand_in
1113,1109,Goshen Health Systems,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1114,1110,Indian Univ Health Goshen Center forCancer,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1115,1111,Indian Univ Health Goshen Center forCancer SC,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1116,1112,Indiana University Health Goshen Center for Cancer Care,0,Goshen,IN,46526,Elkhart,18039,0,4045,327,10,1,zip,1.0,41.558788,-85.87665,registry_stand_in
1117,1113,Hardin Memorial Hospital,0,Elizabethtown,KY,42701,Hardin,21093,0,4035,370,10,4,zip,0.3,37.703239,-85.839548,registry_stand_in
1118,1114,Virginia Cancer Specialists,0,Warrenton,VA,20186,Fauquier,51061,0,3999,1253,0,1,zip,1.7,38.687799,-77.839607,registry_stand_in
1119,1115,"Garneau, Stewart C MD (UIA Investigator",0,Moline,IL,61265,Rock Island,17161,0,3886,185,9,1,zip,0.4,41.480697,-90.487167,registry_stand_in
1120,1116,Genesis Cancer Center - Silvis,0,Silvis,IL,61282,Rock Island,17161,0,3886,184,9,10,zip,0.3,41.496716,-90.411691,registry_stand_in
1121,1117,MercyOne Genesis Silvis Cancer Center,0,Silvis,IL,61282,Rock Island,17161,0,3886,184,9,10,zip,0.3,41.496716,-90.411691,registry_stand_in
1122,1118,"Spector, David MD (UIA Investigator",0,Moline,IL,61265,Rock Island,17161,0,3886,185,9,1,zip,0.4,41.480697,-90.487167,registry_stand_in
1123,1119,"Constantinou, Costas L MD (UIA Investigator",0,Bettendorf,IA,52722,Scott,19163,0,3886,177,16,1,zip,1.8,41.570155,-90.470122,registry_stand_in
1124,1120,Genesis Cancer Care Institute,0,Davenport,IA,52804,Scott,19163,0,3886,177,16,10,zip,1.7,41.532477,-90.681245,registry_stand_in
1125,1121,MercyOne Genesis Davenport Cancer Center,0,Davenport,IA,52804,Scott,19163,0,3886,177,16,10,zip,1.7,41.532477,-90.681245,registry_stand_in
1126,1122,"North Mississippi Hematology & Oncology Associates, Ltd.",0,Tupelo,MS,38801,Lee,28081,0,3877,113,3,1,zip,0.7,34.222629,-88.774588,registry_stand_in
1127,1123,North Mississippi Medical Center Hematology and Oncology Clinic,0,Tupelo,MS,38801,Lee,28081,0,3877,113,3,1,zip,0.7,34.222629,-88.774588,registry_stand_in
1128,1124,North Mississippi Medical Center - Hematology and Oncology - Tupelo,0,Tupelo,MS,38801,Lee,28081,0,3877,113,3,1,zip,0.7,34.222629,-88.774588,registry_stand_in
1129,1125,"North MS Medical Clinics, Inc.",0,Tupelo,MS,38801,Lee,28081,0,3877,113,3,1,zip,0.7,34.222629,-88.774588,registry_stand_in
1130,1126,Methodist Richardson Medical Center- Cancer Center,0,Richardson,TX,75082,Collin,48085,0,3697,1631,12,1,zip,0.1,32.994599,-96.666758,registry_stand_in
1131,1127,Hematology Oncology Associates of Central New York-Auburn,0,Auburn,NY,13021,Cayuga,36011,0,3696,381,1,18,zip,0.2,42.917704,-76.554611,registry_stand_in
1132,1128,Sentara Cancer Institute at Sentara CarePlex Hospital,0,Hampton,VA,23666,Hampton,51650,0,3669,506,5,4,zip,0.2,37.057009,-76.408083,registry_stand_in
1133,1129,Velocity Clinical Hampton,0,Hampton,VA,23666,Hampton,51650,0,3669,506,5,1,zip,0.2,37.057009,-76.408083,registry_stand_in
1134,1130,Virginia Oncology Associates-Hampton,0,Hampton,VA,23666,Hampton,51650,0,3669,506,5,1,zip,0.2,37.057009,-76.408083,registry_stand_in
1135,1131,882,0,Newport News,VA,23606,Newport News,51700,0,3669,507,7,1,zip,1.3,37.065696,-76.516665,registry_stand_in
1136,1132,"Health Research of Hampton Roads, Inc.",0,Newport News,VA,23606,Newport News,51700,0,3669,507,7,1,zip,1.3,37.065696,-76.516665,registry_stand_in
1137,1133,Newport News,1,Newport News,VA,23606,Newport News,51700,0,3669,507,7,1,zip,1.3,37.065696,-76.516665,registry_stand_in
1138,1134,Peninsula Cancer Institute,0,Newport News,VA,23601,Newport News,51700,0,3669,509,7,3,zip,0.5,37.037855,-76.479809,registry_stand_in
1139,1135,"Peninsula Cancer Institute, LLC",0,Newport News,VA,23601,Newport News,51700,0,3669,509,7,1,zip,0.5,37.037855,-76.479809,registry_stand_in
1140,1136,"Virginia Oncology Associates,1051 Loftis Blvd Suite 100",0,Newport News,VA,23606,Newport News,51700,0,3669,507,7,2,zip,1.3,37.065696,-76.516665,registry_stand_in
1141,1137,Virginia Oncology Associates - New Port News,0,Newport News,VA,23606,Newport News,51700,0,3669,507,7,1,zip,1.3,37.065696,-76.516665,registry_stand_in
1142,1138,Virginia Oncology Associates-Newport News,0,Newport News,VA,23606,Newport News,51700,0,3669,507,7,1,zip,1.3,37.065696,-76.516665,registry_stand_in
1143,1139,Bay Hematology Oncology,0,Easton,MD,21601,Talbot,24041,0,3587,378,7,1,zip,0.6,38.792467,-76.087881,registry_stand_in
1144,1140,976-G,0,Provo,UT,84604,Utah,49049,0,3525,446,5,1,zip,2.1,40.318664,-111.576954,registry_stand_in
1145,1141,Baxter Investigational Site,1,Provo,UT,84604,Utah,49049,0,3525,446,5,1,zip,2.1,40.318664,-111.576954,registry_stand_in
1146,1142,Utah Cancer Specialists,0,Orem,UT,84057,Utah,49049,0,3525,456,5,1,zip,0.4,40.314256,-111.709495,registry_stand_in
1147,1143,Utah Valley Hospital,0,Provo,UT,84604,Utah,49049,0,3525,446,5,1,zip,2.1,40.318664,-111.576954,registry_stand_in
1148,1144,"Community Health Network, Inc.",0,Indianapolis,IN,46184,Johnson,18081,0,3453,545,6,1,zip,1.7,39.558123,-86.066946,registry_stand_in
1149,1145,Urology Indiana LLC,0,Greenwood,IN,46143,Johnson,18081,0,3453,542,6,1,zip,2.0,39.595658,-86.113954,registry_stand_in
1150,1146,Austin Institute of Clinical Research - Dripping Springs,0,Dripping Springs,TX,78620,Hays,48209,0,3450,482,1,1,zip,3.7,30.225607,-98.136297,registry_stand_in
1151,1148,Genesis Cancer Care Center,0,Zanesville,OH,43701,Muskingum,39119,0,3354,393,15,2,zip,0.2,39.963961,-81.995711,registry_stand_in
1152,1149,Genesis Health Care Center,0,Zanesville,OH,43701,Muskingum,39119,0,3354,393,15,1,zip,0.2,39.963961,-81.995711,registry_stand_in
1153,1150,Genesis Health Care System,0,Zanesville,OH,43701,Muskingum,39119,0,3354,393,15,1,zip,0.2,39.963961,-81.995711,registry_stand_in
1154,1151,Moses H Cone Memorial Hospital,0,Greensboro,NC,27401,Guilford,37081,0,3342,591,18,2,zip,0.1,36.070822,-79.767692,registry_stand_in
1155,1152,Bon Secours/Good Samaritan Hospital,0,New York,NY,10901,Rockland,36087,0,3327,4394,4,1,zip,1.2,41.155398,-74.129008,registry_stand_in
1156,1153,Wilmot Cancer Center at Batavia,0,Batavia,NY,14020,Genesee,36037,0,3306,641,0,1,zip,0.2,42.99619,-78.213412,registry_stand_in
1157,1154,University Physicians at Oswego,0,Oswego,NY,13126,Oswego,36075,0,3257,254,12,1,zip,1.2,43.438798,-76.457454,registry_stand_in
